"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"6.285714285714286","4.2078687144961075E-4","0.1590909090909091","0.0","2","12","false","SPINK5","3.5","0","2","0","0.8294930875576038","false","0","SPINK5","8","0.625"
"6.3061224489795915","0.0","0.15857605177993528","0.0","1","12","false","KLK8","5.0","0","1","0","0.8288347597103357","false","0","KLK8","0","0.0"
"5.448979591836735","0.0","0.18352059925093633","1.0","3","11","false","KRT2","8.333333333333334","0","3","0","0.8564845292955892","false","0","KRT2","0","0.5555555555555556"
"5.489795918367347","0.009429883882860954","0.1821561338289963","0.0","2","11","false","KRT13","6.5","0","2","0","0.8551678736010534","false","0","KRT13","428","0.55"
"5.591836734693878","0.0","0.17883211678832114","1.0","2","11","false","KRT17","4.5","0","2","0","0.8518762343647136","false","0","KRT17","0","0.75"
"2.0","0.0","0.5","0.0","1","3","false","MUC4","3.0","0","1","0","0.6666666666666666","false","0","MUC4","0","0.0"
"5.295918367346939","0.0","0.18882466281310212","0.0","1","9","false","SERPINB2","2.0","0","1","0","0.8614219881500987","false","0","SERPINB2","0","0.0"
"5.714285714285714","0.05996212918156953","0.175","0.3333333333333333","4","10","false","S100A7","2.5","0","4","0","0.847926267281106","false","0","S100A7","1236","0.4166666666666667"
"5.744897959183674","0.0","0.17406749555950266","1.0","2","10","false","S100A9","3.5","0","2","0","0.846938775510204","false","0","S100A9","0","0.7"
"6.673469387755102","0.02040816326530612","0.14984709480122324","0.3333333333333333","3","11","false","SERPINB3","2.3333333333333335","0","3","0","0.8169848584595129","false","0","SERPINB3","416","0.5"
"6.683673469387755","0.0","0.14961832061068703","1.0","2","11","false","SERPINB4","3.5","0","2","0","0.8166556945358788","false","0","SERPINB4","0","0.7"
"7.663265306122449","0.0","0.13049267643142476","0.0","1","12","false","SERPINB13","3.0","0","1","0","0.7850559578670179","false","0","SERPINB13","0","0.0"
